SMILES,single-class-label
c1ccc(CCCCCSc2c3c(nc4ccccc24)CCCC3)nc1,0
Cc1nc(C(=O)NCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc2c1[nH]c1ccccc12,1
COc1ccc2nc3c(c(NCCCCCCNC(=O)[C@@H](N)Cc4c[nH]c5ccccc45)c2c1)CCCC3,1
c1ccc(-c2ccc(NCCCCCN3CCc4ccccc4C3)nn2)cc1,0
CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCc1cn(CCNc2c3c(nc4ccc(OC)cc24)CCCC3)nn1,0
CCOC(=O)C1C(C)=Nc2nc3c(c(N)c2C1c1cccc(OC)c1)CCCC3,1
CC[N+](C)(CCCCCC(=O)N1CCC(CCCC2CCN(C(=O)CCCCC[N+](C)(CC)Cc3ccccc3OC)CC2)CC1)Cc1ccccc1OC,1
COc1cc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)ccc1O,1
CCC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2ccc4ccccc4c2)C3=O)c1,1
O=C(CCc1cc[n+](Cc2ccccc2)cc1)c1ccc2c(c1)OCO2,1
CN(C)C(/C=N/O)=N\Cc1ccccc1,0
NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CCN(Cc2ccccc2)CC1,0
CCN(CCCCCCn1c(=O)c2cc3c(=O)n(CCCCCCN(CC)Cc4ccccc4OC)c(=O)c3cc2c1=O)Cc1ccccc1OC,1
Fc1ccc2c(C3CCN(CCN4CCCC4)CC3)noc2c1,0
COc1cc2c(cc1OC)C(c1ccccc1)N(CCCCCc1ccc(O)c(/C=N/O)n1)CC2,0
COc1cccc2c1C=[N+](c1ccc(C(F)(F)F)cc1)CC2,0
C=Cc1oc2ccc(Br)cc2c(=O)c1CN(/C=C/C(=O)OC)Cc1ccccc1,0
COc1ccc2c(ccc[n+]2C)c1,0
CN(C)c1ccc(/C=C/c2ccc3ccccc3[n+]2C)cc1,1
c1cc[n+](CCCCCCCCCC[n+]2ccccc2)cc1,1
Nc1ccc(O)c(Cn2ccnc2)c1,0
COc1ccc(-c2nc(NC(=O)C3CCN(Cc4c(F)cccc4Cl)CC3)sc2-c2ccc(OC)cc2)cc1,1
COc1ccc2c(=O)cc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)[nH]c2c1,1
Nc1c2c(nc3ccccc13)OCCC2,1
COc1ccc(C(=O)N2c3ccccc3[Se]c3ccc(Cl)cc32)cc1OC,0
COc1ccc2cc3[n+](cc2c1OCc1ccc(Cl)c(Cl)c1)CCc1cc2c(cc1-3)OCO2,0
COc1ccc(-c2ccc(OCC(=O)NCCCN3CCCCC3)cc2)cc1,0
c1ccc2c(c1)ccc[n+]2CCCCCCCCCC[n+]1cccc2ccccc21,1
CNc1nc(NCCc2ccccc2)c2ccccc2n1,0
Nc1c2c(nc3ccccc13)-c1ccc(Cl)cc1C2,0
CC(=O)c1c[n+](Cc2ccccc2C)ccc1CC1Cc2cc(C)ccc2C1=O,1
C#CCCCC[n+]1ccn(COC)c1/C=N/O,0
C#CCC(C)OC[n+]1ccn(C)c1/C=N/O,0
CCN(CC)c1ccc(/C=C/c2ccc3ccccc3[n+]2C)c(O)c1,0
Nc1c2c(nc3ccccc13)CCCC2O,1
COc1ccc(Cn2cc(C(=O)NCCCCCCCCNc3c4c(nc5ccc(OC)cc35)CCCC4)c(=O)c3ccccc32)cc1,0
Nc1c2c(nc3cc(Cl)ccc13)C1CCC2C1,1
Cc1ccc2c(NCc3ccccc3)c3c(nc2c1)CCCC3,1
NCCCCCCNC1=CC(=O)c2ccccc2C1=O,0
CCCN1CCCC(c2cccc(OC(=O)NC(C)C)c2)C1,0
O=C(c1ccc2ccccc2c1)n1nc(OCCCN2CCCCC2)c2ccccc21,0
c1ccc(CCNc2nc(NC3CC3)nc3ccccc23)cc1,0
Cc1nc(C(=O)NCCCCNc2c3c(nc4ccccc24)CCCC3)cc2c1[nH]c1ccccc12,1
CCc1cccc(CC)c1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,0
Cc1c/c(=N/CCC2CCN(Cc3ccccc3)CC2)[nH]nc1-c1ccccc1,1
COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCCC3C)cc1)NCC2,0
COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(CN(C)C)c(O)c1)O2,0
CN(CCCCCN1C(=O)c2ccccc2S1(=O)=O)Cc1ccccc1,1
O=C(NCCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc(=O)c2cc(O)ccc2o1,1
Cc1cc(=O)oc2cc(OCCSC(=S)N(C)C)ccc12,0
O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)cccc21,1
O=C(Nc1cc(-c2cn(CCNc3c4c(nc5ccccc35)CCCC4)nn2)ccn1)Nc1cccc2c1C1CCCCN1C2=O,1
COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCC(O)CC3)cc1)NCC2,0
CCCCCCCNc1c2c(nc3ccc(OC)cc13)CCCC2,1
Oc1ccc(CNC2CCN(Cc3ccccc3)C2)cc1,0
COC(=O)C1=C(C)O[P@](=O)(OC)CC[C@H]1COCc1ccccc1,0
c1ccc2c[n+](CCCCCCC[n+]3ccc4ccccc4c3)ccc2c1,1
Nc1ccc2c(c1)c(OCc1cccc3ccccc13)nn2CCN1CCCC1,0
COc1cc2cc(-c3ccc(CN(CCO)Cc4ccccc4)cc3)c(=O)oc2cc1OC,1
COP(=O)(Oc1ccc(C)cc1)N(C)C,0
CC[N+](CC)(CC)CCOc1cc(OCC[N+](CC)(CC)CC)c(C(=O)NCCCCCC(=O)NNc2c3c(nc4cc(Cl)ccc24)CCCC3)cc1OCC[N+](CC)(CC)CC,1
C#CCNC1CCc2ccc(OC(=O)N(C)CCCC)cc21,0
c1cc[n+](CCCCCCCC[n+]2ccc3ccccc3c2)cc1,1
COc1ccc(-c2cc3c(c(=O)o2)C[C@@H]2[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]2(C)O3)cc1,0
Brc1ccc(CNc2ccnc(NC3CCN(Cc4ccccc4)CC3)n2)cc1,0
O=C(CCC1CCN(Cc2ccccc2)CC1)c1cc2c3c(c1)CCN3C(=O)CC2,1
CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3Cl)CC2)cc(C(C)(C)C)c1O,0
COc1c2c(cc3c1OCO3)[C@]13C=C[C@H](OC)C[C@@H]1N(C2)C[C@H]3OC(=O)c1ccc(C)cc1,0
CN(CCCCOc1ccc2c(c1)oc(=O)c1ccccc12)Cc1ccccc1,0
Oc1cc(/C=N/c2c3c(nc4ccccc24)CCCC3)cc(O)c1O,0
CNC(=O)Oc1cccc(CN(C)CCCCCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,1
Clc1ccc2c(NCCCCCCCNc3c4c(nc5cc(Cl)ccc35)-c3ccccc3C4)c3c(nc2c1)CCCC3,1
Nc1ccc2c(c1)c(OCc1ccc3ccccc3c1)nn2CCN1CCCCC1,0
COc1ccc2[nH]c3nc4c(c(N)c3c2c1)CCCC4,0
CN(CCCCCCCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1ccccc1,0
CN(CCCOc1ccc2c(=O)c3cccnc3oc2c1)Cc1cccc(OC(=O)NCCCCCc2ccccc2)c1,1
Nc1c2c(nc3c1CCCC3)CCCC2,1
CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2,1
COc1cc2c(cc1OC)C(=O)C(C1CC[N+](C)(Cc3ccccc3)CC1)=C2,1
COc1cc2c(cc1O)CCC(C)(CC(=O)NCCOCCOCCNc1c3c(nc4cc(Cl)ccc14)CCCC3)O2,1
Cc1ccc([C@@H](C)CC(=O)CC(C)C)cc1,0
O=C(Nc1cc(CCc2cn(CCNc3c4c(nc5ccccc35)CCCC4)nn2)ccn1)Nc1cccc2c1C1CCCCN1C2=O,1
COc1cccc2cc[n+](-c3ccccc3Cl)cc12,0
Nc1c2c(nc3c1cc(-c1ccccc1)n3-c1ccccc1)CCCC2,0
CC(CC(C)(C)C)OC[n+]1ccn(C)c1/C=N/O,0
CCN(CC)CCOc1ccc(/C=C2\COc3ccccc3C2=O)cc1,0
COc1cccc([N+](C)(C)Cc2ccccc2)c1,0
COc1ccc2cc3[n+](cc2c1OCc1ccc(C(C)C)cc1)CCc1cc2c(cc1-3)OCO2,0
O=C(Nc1nc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)s1)C1CCN(Cc2ccc(F)cc2Cl)CC1,0
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCCCNc1c2c(nc3ccccc13)CCCC2,0
CCCCN1CCCN=C1/C=N/O,0
Cc1ccc(/C=N/C2CCN(Cc3ccccc3)CC2)cc1,0
COc1ccc2c(c1)C(=O)/C(=C/c1ccc(CN(C)Cc3ccccc3)cc1)CC2,0
c1ccc2c(c1)Nc1ccccc1S2,0
O=C(NCCCCCCNCc1c[nH]c2ccccc12)c1cc(Cl)nc(Cl)c1,0
COc1ccc(CNc2nc(NC(C)C)nc3ccccc23)cc1OC,0
c1ccc2c(c1)ccc[n+]2CCCCCCCC[n+]1cccc2ccccc21,1
O=C(Nc1ccccc1)OCC1CCCN(C2Cc3ccccc3C2)C1,0
COc1cccc2cc[n+](-c3cccc(C(F)(F)F)c3)cc12,0
NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2ccc(F)cc2)CC1,0
CC(C)(C)OC(=O)NCCNc1nc2ccccc2[nH]1,0
CCCCCCCNC(=O)Oc1cccc(-n2cc(COc3ccc4ccc(=O)oc4c3)nn2)c1,1
COc1cccc2c1C(=O)/C(=C/C1CCN(Cc3ccc4c(c3)OCO4)CC1)C2,0
CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCc1cn(CCNc2c3c(nc4ccc(OC)cc24)CCCC3)nn1,0
COc1ccc(CN2CCC(CCNC(=O)/C=C/c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)CC2)cc1,0
CCN(C)C(=O)Oc1cccc(CCNC)c1,0
COc1cc2cc(C3=CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC,0
O=C1CCN(Cc2ccccc2)C/C1=C\c1ccn(C(=O)c2ccccc2)c1,0
COc1ccc(C(=O)N2c3ccccc3Sc3ccc(Cl)cc32)cc1OC,0
COc1ccc2c(c1)CCC(CC1C=CN(Cc3ccccc3F)C=C1C(C)=O)C2=O,0
COc1cccc(NC(=O)CNC(=O)/C=C/c2ccc(O)c(OC)c2)c1,0
COc1c(C(N)=O)cc(Cl)c(N)c1CC1CCN(CC2CCCCC2)CC1,0
Nc1cccc(Cl)c1Oc1ccc(CNc2ccc(Cl)cc2)cc1,0
C#CCNC1CCc2ccc(OC(=O)N(C)CCCCCC)cc21,0
CC[C@H](C)C1=N[C@H]2CC=C3C[C@H]4C(=O)C[C@]5(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]5(C)[C@@H]4CC[C@H]3[C@]2(C)CN1,0
CN(CCCOc1ccc2c3c(c(=O)oc2c1)CCCC3)Cc1ccccc1,0
Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@@]1(C)CO[C@H](C1)O2,1
O=C(NCCCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)OCCC3,1
CN(C)Cc1ccc(CSCCCCCCCCSCc2ccc(CN(C)C)o2)o1,1
C=CCNCC(=O)Nc1ccc2nc3n(c(=O)c2c1)CCC3,1
CN1C[C@@H](c2ccccc2)[C@@]2(CSc3ccccc3C2=O)C12C(=O)c1ccccc1C2=O,0
COc1cccc2cc(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCC4)oc12,1
CNC(=O)Oc1cccc(C(C)N(C)C)c1,1
CCOC(=O)C1C(C)=Nc2nc3c(c(N)c2C1c1ccccc1OC)CCCC3,1
CN1CCN(CCCNC(=O)COc2ccc(-c3ccccc3)cc2)CC1,0
COc1cc2c(cc1OC)C(=O)C(CC1C=CN(Cc3cccc(Cl)c3)C=C1C(N)=O)C2,0
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc([N+](=O)[O-])c3)CC1)C2,1
C/C=C1\[C@H]2C=C(C)C[C@@]1(N)c1ccc(=O)[nH]c1C2,1
CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@H]2O1,1
COc1cc2c(cc1OC)SC(C(=O)CC1C=CC[N+](C)(Cc3ccccc3)CC1)C2,1
COc1c2c(cc3c1OCO3)[C@]13C=C[C@H](OC)C[C@@H]1N(C2)C[C@H]3OC(=O)c1ccoc1,0
CCN(C)Cc1cc(N)ccc1O,0
O=C1c2ccccc2C(=O)N1CCCCCCCNCc1cccc(Cl)c1,1
COc1cccc2cc(C(=O)NCCCCCCNc3c4c(nc5ccccc35)CCCC4)oc12,1
COc1ccc2c(c1)c(CC(=O)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)Cc3c(C)n(C(=O)c4ccc(Cl)cc4)c4ccc(OC)cc34)=CC1=O)c(C)n2C(=O)c1ccc(Cl)cc1,0
COc1ccc(/C=C2\COc3cc(OCCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3C2=O)cc1,1
CCCCC1=NC2(CCCC2)C(=O)N1Cc1cc(OC)c(OC)cc1Br,1
CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccncc2)=CC1=O)Cc1ccncc1,1
Oc1ccc2nc3ccccc3nc2c1,0
CCN(Cc1ccccc1)Cc1cccc(-c2coc3cc(OC)c(OC)cc3c2=O)c1,0
O=C(CN1CCN(C(=O)c2cccc(Cl)c2)CC1)N1CCN(CCCc2c[nH]c3ccc(F)cc23)CC1,0
CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)OC(=Cc2ccc(Cl)c(Cl)c2)C3=O)c1,1
Cc1ccc(-c2nc(NC(=O)C3CCN(Cc4ccc([N+](=O)[O-])cc4)CC3)sc2-c2ccc(C)cc2)cc1,0
c1ccc2oc(CN(CCCCCCCNc3c4c(nc5ccccc35)CCCCC4)Cc3cc4ccccc4o3)cc2c1,1
CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CC[N+](C)(C)C2N3C)cc1,1
COc1ccc(Cn2cc(C(=O)NCCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c(=O)c3ccccc32)cc1,1
CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccccc3c2)c1,1
Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCCCCNc1c3c(nc4ccccc14)CCCC3)O2,1
Cn1ncc2c1-c1sccc1C2NC(=O)CN1CCN(Cc2ccccc2)CC1,1
CC1(C)CCCN(Cc2ccc(-c3cnc4[nH]c5cnc(C#N)cc5c4c3)cc2)C1,0
COc1cccc(CN2CCN(CCOc3ccc4c5c(c(=O)oc4c3)CCCC5)CC2)c1,0
C[N+](C)(C)CCOC(=O)c1ccc(Oc2nc(Oc3ccc(C(=O)OCC[N+](C)(C)C)cc3)nc(Oc3ccc(C(=O)OCC[N+](C)(C)C)cc3)n2)cc1,1
O/N=C/c1nc(CCCCCSc2c3c(nc4ccccc24)CCCC3)ccc1O,0
O=C(N/N=C/c1ccc(OC(F)(F)F)cc1)N1CCN(c2ccccn2)CC1,0
CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@@]2(C)CCOC2O3)cc1,0
c1ccc(CN2CCC(COc3noc4ccccc34)CC2)cc1,0
O=C(NP(=O)(Cl)Cl)c1ccc(Br)cc1,0
COc1ccccc1CN(C)[C@@H](C)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC[C@H]4[C@]5(C)CSC(C(C)C)=N[C@H]5CC[C@@]45C[C@@]35C(=O)C[C@]12C,1
COc1cccc2c1C=[N+](c1ccc(I)cc1)CC2,0
CC(C(=O)NCCCNC1=CC(=O)C(NCCCNC(=O)C(C)c2ccc(-c3ccccc3)c(F)c2)=CC1=O)c1ccc(-c2ccccc2)c(F)c1,0
CN1c2ccccc2C(n2cnc([N+](=O)[O-])n2)c2ccccc21,0
O=C(NCCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc(=O)c2ccccc2o1,1
c1ccc2c(c1)ccc[n+]2Cc1ccc2ccc(C[n+]3cccc4ccccc43)cc2c1,1
N#Cc1cc(C#N)c(NCCC2CCN(Cc3ccccc3)CC2)nc1Cl,1
COc1ccc(C2=NN(C(C)=O)C(c3ccc(N4CCN(Cc5ccccc5)CC4)cc3)C2)cc1OC,0
O=C(CN1CCN(Cc2ccccc2)CC1)NC1c2cnn(-c3ccccc3)c2-c2c(Br)sc(Br)c21,1
COc1ccc(-c2cc3c(c(=O)o2)C[C@H]2[C@@](C)(CC[C@@]4(O)C(C)(C)[C@H](O)CC[C@]24C)O3)cc1,0
CCn1c2ccccc2c2cc(/C=C/c3ccc4ccccc4n3)ccc21,0
CN(CCCOc1ccc2ccc(=O)oc2c1)Cc1cccc(OC(=O)NCCCCCc2ccccc2)c1,1
c1ccc(CN2CCC(CCCc3noc4ccccc34)CC2)cc1,1
CC(C)NC(=O)c1cc2c(OC(=O)N3CCCC3)cccc2[n+](C)c1,0
CC[N+]1(Cc2ccccc2[N+](=O)[O-])CCCCCn2c(C)cc(=O)n(c2=O)CCCCC[N+](CC)(Cc2ccccc2[N+](=O)[O-])Cc2ccc(cc2)C1,1
COc1ccccc1C(=O)Nc1ccc2c(c1)CN(C(=O)c1ccccc1)C(=O)C2,1
O=C1C(NCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)=CC(=O)c2c(O)cccc21,1
Nc1ccc2nc3c(c(N)c2c1)CCCC3,0
CCCCN1CCN=C1/C=N/O,0
C(=C/C[n+]1ccc(CCCc2ccccc2)cc1)\C[n+]1ccc(CCCc2ccccc2)cc1,1
CCCCNc1c2ccccc2[n+](C)c2ccccc12,0
COc1cc(CCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC,1
Cc1cc(C)cc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)c1,1
CCN(Cc1ccccc1)Cc1ccc(-c2cc3cc(OCCNC(=O)/C=C/c4ccc(Cl)c(Cl)c4)ccc3oc2=O)cc1,0
CCOC(=O)c1c(C)nc(N2CCN(S(=O)(=O)c3ccc(N)c(OC)c3)CC2)nc1-c1ccc(OC)c(OC)c1,1
C#CC(CCC)OC[n+]1ccn(C)c1/C=N/O,0
COc1ccc(C(F)(F)F)c[n+]1CCCOc1ccc2c(C)cc(=O)oc2c1,0
N#Cc1cc2c(cn1)[nH]c1ncc(-c3ccc(CN4CCCCC4)nc3)cc12,1
COc1ccc2[nH]cc(CCNC(=O)/C=C/c3cc[n+](Cc4ccccc4F)cc3)c2c1,1
c1ccc2c(NCc3ccc(-c4ccc(CNc5c6c(nc7ccccc57)CCCC6)cc4)cc3)c3c(nc2c1)CCCC3,1
CC1CCN(c2nccc(NCCc3ccccc3)n2)CC1,0
c1ccc2c[n+](CCCC[n+]3ccc4ccccc4c3)ccc2c1,0
C=CCCCNc1c2c(nc3ccc(OC)cc13)CCCC2,0
COCCC/N=C(/C=N/O)N(C)C,0
COc1ccc2cc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)ccc2c1,1
CC[C@H](C)C1=N[C@H]2CC=C3C[C@H]4C(=O)C[C@]5(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]5(C)[C@@H]4CC[C@H]3[C@]2(C)CO1,1
C#CCOC[n+]1ccn(C)c1/C=N/O,0
NC(=O)c1sc(-c2ccnc(NC(=O)CNCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OCC1CC1,1
c1ccc(CN2CCC(CCNc3ccc(-c4ccccc4)nn3)CC2)cc1,1
CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)Cc1cc2ccc(Cl)cc2s1,1
Cc1c(OC(=O)N(C)C)c2c(c[n+]1C)COC(C)(C)OC2,0
O=C1C(NCCCNc2c3c(nc4ccccc24)CCCC3)=CC(=O)c2c(O)cccc21,1
COc1cc2c(cc1OC)C(=O)/C(=C/C1CCN(Cc3cc(N=[N+]=[N-])c4ccccc4n3)CC1)C2,0
CC[N+](C)(CCCCCCOCCCCCCCCOCCCCCC[N+](C)(CC)Cc1ccccc1OC)Cc1ccccc1OC,1
NCCCCCCNCCSSCCNCCCCCCN,0
O=C1Cc2cc3onc(CCC4CCN(Cc5ccccc5)CC4)c3cc2N1,1
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(Cc3ccccc3)[C@@H]1N2Cc1ccccc1,0
CCOc1cccc2c(=O)c3c(oc12)CCN(C)C3,0
COc1ccccc1C(=O)O[C@@H]1CN2Cc3c(cc4c(c3OC)OCO4)[C@@]13C=C[C@H](OC)C[C@H]23,0
CNC(=O)Oc1cccc2c1CC[C@@H]1CCN(C)[C@H]21,1
COc1cc2c(cc1O)CCC(C)(CC(=O)NCCCCCCCCCNc1c3c(nc4cc(Cl)ccc14)CCCC3)O2,1
COc1cc(C(C)N(C)C)cc2oc(=O)c3ccccc3c12,0
O=C1C(Cl)=C(NCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)C(=O)c2ccccc21,1
CNC(=O)Oc1cccc(CN(C)CCCOc2ccccc2)c1,1
Nc1c2c(nc3cc([N+](=O)[O-])ccc13)CCCC2,1
COc1c(F)c[n+](C)cc1F,0
C#CCNC(C)Cc1cccc(OC(=O)N(C)CCC)c1,0
COc1ccc(CCOCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1,1
OCC1CCCN(Cc2ccccc2)C1,0
CN(CCCCCOc1ccc(-c2cc3ccccc3o2)cc1)Cc1ccccc1,0
COc1ccc2oc(-c3ccc(CN(C)Cc4ccccc4)cc3)cc(=O)c2c1,0
CNC(=O)Oc1cccc(CN(C)CCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,1
CCC1=CC2Cc3nc4cc(Cl)ccc4c(NCCn4cc(CCCCCCN5CCc6cc(OC)c(OC)cc6C5c5cccc([N+](=O)[O-])c5)nn4)c3C(C1)C2,1
c1ccc2c(c1)ccc[n+]2CCCC[n+]1cccc2ccccc21,0
O=P(O)(NN1CCCCC1)Oc1ccccc1,0
C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccc(OC(=O)N(C)C)c5ncccc45)CC3)ccc2n1C,0
COc1cc2[se]n(-c3ccc(CN(C)Cc4ccccc4)cc3)c(=O)c2cc1OC,0
COc1cc(/C=C/C(=O)N2CCc3ccccc3C2)ccc1OC(=O)N(C)C,0
COc1ccc2[nH]cc(CCNC(=O)CC3CCN(Cc4ccc(C)cc4)CC3)c2c1,0
CCCN(CCC)Cc1cc(N)ccc1O,0
c1cc[n+](Cc2ccc(C[n+]3ccccc3)cc2)cc1,0
CN(CCCCCCCOc1ccc2c(c1)O/C(=C\c1cccc3ccccc13)C2=O)Cc1cccc(O)c1,0
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCCNc1c2c(nc3ccccc13)CCCC2,1
COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,0
COc1ccc(C(=O)/C(=N/O)SCC[N+](C)(C)C)cc1,0
CN(C)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,1
O=C(CCC1CCN(Cc2ccccc2)CC1)c1cc2c3c(c1)CCN3C(=O)CCC2,1
COc1cc(NCc2ccc(Oc3c(N)cccc3Cl)cc2)cc(OC)c1,0
C#CCN(C)C1CCc2cccc(OC(=O)N(C)CC)c21,0
COc1cc2c(cc1OCCN1CCCCC1)C(=O)/C(=C/c1ccc(N(C)C)cc1)C2,1
CC(=O)c1cc[n+](CCC[n+]2ccc(/C=N/O)cc2)cc1,0
Oc1ccccc1/C=N/C1CCN(Cc2ccccc2)CC1,0
CCCCCCNc1c2c(nc3ccc(OC)cc13)CCCC2,1
CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2NS(C)(=O)=O,1
O=C(/C=N\O)Nc1ccc[n+](CCCCCC[n+]2cccc(NC(=O)/C=N\O)c2)c1,0
O=C(CCc1ccc2nc(-c3ccccc3)c3c(c2c1)OCCC3)NCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,1
COc1cc(-c2nnc(N3CCN(c4ccccn4)CC3)o2)cc(OC)c1OC,1
Fc1ccc(CN2CCC(CNc3nc(-c4ccc(Cl)cc4)c(-c4ccc(Cl)cc4)s3)CC2)c(Cl)c1,1
COc1cc(CNC(=O)CCCCCCCNc2c3c(nc4cc(Cl)ccc24)CC2C=C(C)CC3C2)ccc1O,1
CCN(CCC(=O)NCCCNc1c2c(nc3ccccc13)CCCC2)C1CCCCC1,1
CC(C)=CC[C@H]1C[C@@]2(CC=C(C)C)C(=O)[C@](C(=O)C(C)C)(C(=O)C3=C2O[C@H](C(C)(C)O)C3)[C@]1(C)CCC(=O)C(C)C,0
CCN(CC)CCCCOc1ccc(/C=C2\COc3ccccc3C2=O)cc1,0
Nc1c2c(nc3oc(-c4ccccc4)cc13)CCCC2,0
CON(C)C(=O)Oc1ccc(-c2cc(=O)c3c(OC(=O)N(C)OC)cc(OC(=O)N(C)OC)cc3o2)cc1,0
Cc1c(C)c2ccc(OCCCCN(C)Cc3ccccc3)cc2oc1=O,1
COc1ccc(CC(=O)Nc2ccc(CN(C)Cc3ccccc3)cc2)cc1O,0
CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(CCc4ccccc4)C2N3C)cc1,0
O=c1c2c(oc3ccccc13)CCN(Cc1ccccc1)C2,0
CC[N+](CC)(CC)CCOc1ccc(C(=O)NCCCCCC(=O)NNc2c3c(nc4cc(Cl)ccc24)CCCC3)cc1,1
COc1cc(CNC(=O)CCCCNc2c3c(nc4cc(Cl)ccc24)CC2C=C(C)CC3C2)ccc1O,1
O=C(Nc1nc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)s1)C1CCN(Cc2cc(F)cc(F)c2)CC1,1
CCN(Cc1ccccc1)Cc1ccc(NC(=O)Cc2ccc(OC)c(O)c2)cc1,0
COc1ccc2nc(NCCc3cc[n+](Cc4c(F)cccc4F)cc3)sc2c1,1
Cn1cc(C(=O)NCCC2CCN(Cc3ccccc3)CC2)c2ccccc21,0
CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)OC(=Cc2cc(OC)c(OC)c(OC)c2)C3=O)c1,1
COc1ccc2c(=O)oc3c(OC)cc(CCN(C)C)c4c(=O)oc1c2c34,1
O=C(Cc1ccccc1)N1c2ccccc2Sc2ccc(Cl)cc21,0
COc1ccc(C(=O)N2CCN(CC(=O)N3CCN(CCCc4c[nH]c5ccc(F)cc45)CC3)CC2)cc1,0
C#CCN[C@H]1CCc2ccc(OC(=O)N(C)CCCC)cc21,0
CCC1=CC2Cc3nc4cc(Cl)ccc4c(NCCN=[N+]=[N-])c3C(C1)C2,1
COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CCN(C)CC3)cc1)C2,1
CN(C)Cc1ccc(CSCc2ccc(CN(C)C)o2)o1,0
CCN(C)C(=O)OC1CCCN(Cc2ccccc2)C1,0
